id_detalle_programacion,id_labor_mes,id_turno,id_area,fecha,tipo_dia,total_horas_laboradas,observaciones,created_at,updated_at,id_empleado,estado,id_usuario_registro,origen_registro
12084,1,14,2,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,11,Activo,,Automatico
12086,1,7,2,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,14,Activo,,Automatico
12087,1,8,2,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,15,Activo,,Automatico
12089,1,15,2,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,20,Activo,,Automatico
12091,1,8,2,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,25,Activo,,Automatico
12092,1,14,2,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,26,Activo,,Automatico
12093,1,15,2,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,27,Activo,,Automatico
12094,1,7,2,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,31,Activo,,Automatico
12095,1,8,2,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,39,Activo,,Automatico
12096,1,8,3,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,9,Activo,,Automatico
12097,1,9,3,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,23,Activo,,Automatico
12098,1,14,3,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,32,Activo,,Automatico
12099,1,8,3,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,37,Activo,,Automatico
12101,1,7,4,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,13,Activo,,Automatico
12103,1,7,4,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,21,Activo,,Automatico
12105,1,7,4,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,24,Activo,,Automatico
12107,1,7,4,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,30,Activo,,Automatico
12109,1,7,4,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,33,Activo,,Automatico
12110,1,8,4,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,34,Activo,,Automatico
12112,1,8,4,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,38,Activo,,Automatico
12116,1,5,5,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,17,Activo,,Automatico
12122,1,14,6,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,8,Activo,,Automatico
12124,1,8,6,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,10,Activo,,Automatico
12129,1,15,6,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,16,Activo,,Automatico
12137,1,14,7,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,7,Activo,,Automatico
12142,1,8,7,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,28,Activo,,Automatico
12152,1,15,9,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,4,Activo,,Automatico
12168,1,8,9,2026-01-03,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,36,Activo,,Automatico
12206,1,5,1,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,6,Activo,,Automatico
12207,1,14,1,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,12,Activo,,Automatico
12208,1,5,1,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,18,Activo,,Automatico
12209,1,14,1,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,19,Activo,,Automatico
12210,1,5,1,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,22,Activo,,Automatico
12211,1,14,1,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,29,Activo,,Automatico
12212,1,7,2,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,2,Activo,,Automatico
12213,1,8,2,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,3,Activo,,Automatico
12214,1,14,2,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,5,Activo,,Automatico
12215,1,15,2,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,11,Activo,,Automatico
12217,1,8,2,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,14,Activo,,Automatico
12218,1,14,2,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,15,Activo,,Automatico
12220,1,7,2,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,20,Activo,,Automatico
12222,1,14,2,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,25,Activo,,Automatico
12223,1,15,2,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,26,Activo,,Automatico
12224,1,7,2,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,27,Activo,,Automatico
12225,1,8,2,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,31,Activo,,Automatico
12226,1,14,2,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,39,Activo,,Automatico
12227,1,9,3,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,9,Activo,,Automatico
12228,1,14,3,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,23,Activo,,Automatico
12229,1,8,3,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,32,Activo,,Automatico
12230,1,9,3,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,37,Activo,,Automatico
12232,1,8,4,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,13,Activo,,Automatico
12234,1,8,4,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,21,Activo,,Automatico
12236,1,8,4,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,24,Activo,,Automatico
12238,1,8,4,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,30,Activo,,Automatico
12240,1,8,4,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,33,Activo,,Automatico
12241,1,7,4,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,34,Activo,,Automatico
12243,1,7,4,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,38,Activo,,Automatico
12247,1,8,5,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,17,Activo,,Automatico
12253,1,15,6,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,8,Activo,,Automatico
12255,1,14,6,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,10,Activo,,Automatico
12260,1,8,6,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,16,Activo,,Automatico
12268,1,15,7,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,7,Activo,,Automatico
12273,1,14,7,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,28,Activo,,Automatico
12283,1,8,9,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,4,Activo,,Automatico
12299,1,14,9,2026-01-04,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,36,Activo,,Automatico
12337,1,14,1,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,6,Activo,,Automatico
12338,1,5,1,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,12,Activo,,Automatico
12339,1,14,1,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,18,Activo,,Automatico
12340,1,5,1,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,19,Activo,,Automatico
12341,1,14,1,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,22,Activo,,Automatico
12342,1,5,1,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,29,Activo,,Automatico
12343,1,8,2,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,2,Activo,,Automatico
12344,1,14,2,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,3,Activo,,Automatico
12345,1,15,2,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,5,Activo,,Automatico
12346,1,7,2,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,11,Activo,,Automatico
12348,1,14,2,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,14,Activo,,Automatico
12349,1,15,2,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,15,Activo,,Automatico
12351,1,8,2,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,20,Activo,,Automatico
12353,1,15,2,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,25,Activo,,Automatico
12354,1,7,2,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,26,Activo,,Automatico
12355,1,8,2,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,27,Activo,,Automatico
12356,1,14,2,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,31,Activo,,Automatico
12357,1,15,2,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,39,Activo,,Automatico
12358,1,14,3,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,9,Activo,,Automatico
12359,1,8,3,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,23,Activo,,Automatico
12360,1,9,3,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,32,Activo,,Automatico
12361,1,14,3,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,37,Activo,,Automatico
12363,1,7,4,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,13,Activo,,Automatico
12365,1,7,4,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,21,Activo,,Automatico
12367,1,7,4,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,24,Activo,,Automatico
12369,1,7,4,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,30,Activo,,Automatico
12371,1,7,4,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,33,Activo,,Automatico
12372,1,8,4,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,34,Activo,,Automatico
12374,1,8,4,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,38,Activo,,Automatico
12378,1,14,5,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,17,Activo,,Automatico
12384,1,8,6,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,8,Activo,,Automatico
12386,1,15,6,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,10,Activo,,Automatico
12391,1,14,6,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,16,Activo,,Automatico
12399,1,8,7,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,7,Activo,,Automatico
12404,1,15,7,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,28,Activo,,Automatico
12414,1,14,9,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,4,Activo,,Automatico
12430,1,15,9,2026-01-05,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,36,Activo,,Automatico
12468,1,5,1,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,6,Activo,,Automatico
12469,1,14,1,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,12,Activo,,Automatico
12470,1,5,1,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,18,Activo,,Automatico
12471,1,14,1,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,19,Activo,,Automatico
12472,1,5,1,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,22,Activo,,Automatico
12473,1,14,1,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,29,Activo,,Automatico
12474,1,14,2,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,2,Activo,,Automatico
12475,1,15,2,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,3,Activo,,Automatico
12476,1,7,2,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,5,Activo,,Automatico
12477,1,8,2,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,11,Activo,,Automatico
12479,1,15,2,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,14,Activo,,Automatico
12480,1,7,2,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,15,Activo,,Automatico
12482,1,14,2,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,20,Activo,,Automatico
12484,1,7,2,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,25,Activo,,Automatico
12485,1,8,2,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,26,Activo,,Automatico
12486,1,14,2,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,27,Activo,,Automatico
12487,1,15,2,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,31,Activo,,Automatico
12488,1,7,2,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,39,Activo,,Automatico
12489,1,8,3,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,9,Activo,,Automatico
12490,1,9,3,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,23,Activo,,Automatico
12491,1,14,3,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,32,Activo,,Automatico
12492,1,8,3,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,37,Activo,,Automatico
12494,1,8,4,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,13,Activo,,Automatico
12496,1,8,4,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,21,Activo,,Automatico
12498,1,8,4,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,24,Activo,,Automatico
12500,1,8,4,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,30,Activo,,Automatico
12502,1,8,4,2026-01-06,Laborado,,,2026-01-06 19:52:01.04,2026-01-06 19:52:01.04,33,Activo,,Automatico
